id,isValid,name,verificationStatus,claimedAt,forge,ownerAddress,ownerAccountId,url,emoji,avatarCid,color,description,createdAt,updatedAt,isVisible,lastProcessedIpfsHash
80912459671533547291462356571151010262570466728398908599231664095232,TRUE,OKEAMAH/openssh-portable,PendingMetadata,2024-07-20 01:29:35+00,GitHub,0x97293CeAB815896883e8200AEf5a4581a70504b2,862977243555459065251528450011329630890252108978,https://github.com/OKEAMAH/openssh-portable,NULL,NULL,NULL,NULL,2024-10-09 15:36:32.45+00,2024-10-09 15:36:33.169+00,TRUE,NULL
80912459671533547291462378787161817980889413079757197177193710485504,TRUE,OKEAMAH/polkadot,PendingMetadata,2024-08-23 20:16:35+00,GitHub,0x97293CeAB815896883e8200AEf5a4581a70504b2,862977243555459065251528450011329630890252108978,https://github.com/OKEAMAH/polkadot,NULL,NULL,NULL,NULL,2024-10-09 15:36:52.906+00,2024-10-09 15:36:53.679+00,TRUE,NULL
80912459671533547291462422517867097942836560302567630886046657413120,TRUE,OKEAMAH/remix-project,PendingMetadata,2024-07-19 23:28:47+00,GitHub,0x97293CeAB815896883e8200AEf5a4581a70504b2,862977243555459065251528450011329630890252108978,https://github.com/OKEAMAH/remix-project,NULL,NULL,NULL,NULL,2024-10-09 15:36:32.406+00,2024-10-09 15:36:33.169+00,TRUE,NULL
80912472540478072129730284284671497340691048297700773342360694161408,TRUE,OSGeo/gdal,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/OSGeo/gdal,NULL,NULL,NULL,NULL,2024-10-09 15:35:31.009+00,2024-10-09 15:35:31.009+00,TRUE,NULL
80912519330208776685906719826717748683800250107350546272870798983168,TRUE,Open-MBEE/exec-ve,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/Open-MBEE/exec-ve,NULL,NULL,NULL,NULL,2024-10-09 15:35:30.991+00,2024-10-09 15:35:30.991+00,TRUE,NULL
80912833937596469683390197791295604666812251097014264014819083419648,TRUE,P4-Games/ChatterPay,Claimed,2024-08-20 12:00:59+00,GitHub,0xB688CD6b039081521a01e779833C3b20cF8D7949,1042087116070506227219240064246518495917254736201,https://github.com/P4-Games/ChatterPay,NULL,QmcVDS5u2dU5nvHGrmxpzSyYkAQ2n9nn5fNn8KovUAW7JK,#FFAB99,NULL,2024-10-09 15:36:45.997+00,2024-10-09 15:37:11.662+00,TRUE,NULL
80912924253492901381407796972870534721098350083671204137286865256448,TRUE,Planetable/Planet,PendingMetadata,2024-01-30 21:00:35+00,GitHub,0x18deEE9699526f8C8a87004b2e4e55029Fb26b9a,141987327904052658178260677998034586843332373402,https://github.com/Planetable/Planet,NULL,NULL,NULL,NULL,2024-10-09 15:35:04.615+00,2024-10-09 15:35:05.281+00,TRUE,NULL
80912929192739241020076088120376199482926189828307137341649521213440,TRUE,PotLock/core,Claimed,2024-10-10 06:35:59+00,GitHub,0x88B93d4D440155448fbB3Cf260208b75FC0117C0,780553722835348856311245694891476138347592751040,https://github.com/PotLock/core,🎄,NULL,#FF84DC,NULL,2024-10-10 06:35:55.449+00,2024-10-10 06:39:05.793+00,TRUE,NULL
80912945061766104785626855840922474780392110732113173150735152447488,TRUE,PyTables/PyTables,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/PyTables/PyTables,NULL,NULL,NULL,NULL,2024-10-09 15:35:31.007+00,2024-10-09 15:35:31.007+00,TRUE,NULL
80913350092076049146609937061934001809232705368264335070131885441024,TRUE,QuantEcon/QuantEcon.py,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/QuantEcon/QuantEcon.py,NULL,NULL,NULL,NULL,2024-10-09 15:35:30.998+00,2024-10-09 15:35:30.998+00,TRUE,NULL
80913729379424687416808220007869847174242212847270427635667609583616,TRUE,Raiden1411/zabi,Claimed,2024-01-30 17:35:35+00,GitHub,0x75EF32C862b8fe2915D49b38a2AECc8744622864,673286222090832896662172259168323114895415584868,https://github.com/Raiden1411/zabi,🖍,NULL,#53DB53,NULL,2024-10-09 15:35:03.787+00,2024-10-09 15:35:18.213+00,TRUE,NULL
80914099031939360187716836312135770174022534637266365741907969048576,TRUE,SGrondin/bottleneck,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/SGrondin/bottleneck,NULL,NULL,NULL,NULL,2024-10-09 15:35:02.621+00,2024-10-09 15:35:02.621+00,TRUE,NULL
80914160076676153124239599657086504637486072446005350458185515794432,TRUE,SmolDapp/SmolV2,Claimed,2024-05-06 08:15:59+00,GitHub,0x10001192576E8079f12d6695b0948C2F41320040,91345383039484436866343177396817488273380343872,https://github.com/SmolDapp/SmolV2,NULL,QmZ7RYQCBrQZcYyrjQ74SsJBCJM6bXj1G9H6mRwYQZ7aQN,#FFC120,NULL,2024-10-09 15:35:57.471+00,2024-10-09 15:35:59.215+00,TRUE,NULL
80914160076676153124239602444679654741526220948055731827553530281984,TRUE,SmolDapp/smoldapp,Claimed,2024-05-06 08:13:47+00,GitHub,0x10001192576E8079f12d6695b0948C2F41320040,91345383039484436866343177396817488273380343872,https://github.com/SmolDapp/smoldapp,NULL,QmZ7RYQCBrQZcYyrjQ74SsJBCJM6bXj1G9H6mRwYQZ7aQN,#FFC120,NULL,2024-10-09 15:35:57.079+00,2024-10-09 15:36:05.038+00,TRUE,NULL
80914179353855191543319357532834745482311576977110045953782909501440,TRUE,Synthetixio/synpress,Claimed,2023-07-26 21:15:47+00,GitHub,0xd35E119782059A27FEAd4EddA8B555f393650BC8,1206694855156818990770526438432939930383110441928,https://github.com/Synthetixio/synpress,⚙️,NULL,#5FB2FF,NULL,2024-10-09 15:31:58.955+00,2024-10-09 15:32:04.852+00,TRUE,NULL
80914552162673449833728329632154702021826817315592132431697405804544,TRUE,TanStack/query,Claimed,2024-03-12 17:51:11+00,GitHub,0xD5371B61b35E13F2ae354BE95081aD63FB383452,1217243960448927043535249361407892398566907851858,https://github.com/TanStack/query,🐿,NULL,#5FB2FF,NULL,2024-10-09 15:35:14.216+00,2024-10-09 15:35:31.263+00,TRUE,NULL
80914552162673449833728329886681893235272089956578447707556185899008,TRUE,TanStack/table,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/TanStack/table,NULL,NULL,NULL,NULL,2024-10-09 15:32:04.737+00,2024-10-09 15:32:04.737+00,TRUE,NULL
80914984398406771903674456778509871960221137099120287250347992511488,TRUE,Uniswap/default-token-list,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/Uniswap/default-token-list,NULL,NULL,NULL,NULL,2024-10-09 15:32:04.728+00,2024-10-09 15:32:04.728+00,TRUE,NULL
80915352148589144715499130146089191006372644141295810112680573796352,TRUE,VSCodium/vscodium,Claimed,2024-02-22 18:43:35+00,GitHub,0x7806393Cb27692C6A52eE3D5338A75cECD168219,685217683024510303486315304133692859782736019993,https://github.com/VSCodium/vscodium,🥢,NULL,#9B5DFF,NULL,2024-10-09 15:35:16.697+00,2024-10-09 15:35:27.966+00,TRUE,NULL
80915381274464853493488663042962742993252824103666005010960279928832,TRUE,Vectorized/solady,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/Vectorized/solady,NULL,NULL,NULL,NULL,2024-10-09 15:35:40.755+00,2024-10-09 15:35:40.755+00,TRUE,NULL
80915397456783412155323483559195126333325352129597134662636366987264,TRUE,Vourhey/pinatapy,Claimed,2024-06-17 11:42:11+00,GitHub,0xDEEB789dBF635c056F1FCe8681cFdd96a789B9be,1272647133397588939631084709547120547280884185534,https://github.com/Vourhey/pinatapy,🐮,NULL,#27C537,NULL,2024-10-09 15:36:16.614+00,2024-10-09 15:36:24.028+00,TRUE,NULL
80915786260658284875108618286899094998174694603191626172117158985728,TRUE,WaizKhan7/SmartMuv,PendingMetadata,2023-10-11 08:58:11+00,GitHub,0x61B3A112665968d2D286a473E7A783749F7aB69f,557777969499612529433690849698615569557581641375,https://github.com/WaizKhan7/SmartMuv,NULL,NULL,NULL,NULL,2024-10-09 15:32:21.044+00,2024-10-09 15:32:23.484+00,TRUE,NULL
80915786279148805831263530330078347367519962059895712040476181790720,TRUE,WalletConnect/web3modal,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/WalletConnect/web3modal,NULL,NULL,NULL,NULL,2024-10-09 15:36:25.591+00,2024-10-09 15:36:25.591+00,TRUE,NULL
80917026797803097201616804255468479605473905723729140851141642878976,TRUE,ZeframLou/create3-factory,Claimed,2023-10-12 20:28:47+00,GitHub,0x5f350bF5feE8e254D6077f8661E9C7B83a30364e,543537104666945137167810367854005669342489884238,https://github.com/ZeframLou/create3-factory,🖍,NULL,#53DB53,NULL,2024-10-09 15:32:23.628+00,2024-10-09 15:32:25.571+00,TRUE,NULL
80917052483703396490659994710081523575676168061334046262001255055360,TRUE,Zubrah/Ubongo_kids,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/Zubrah/Ubongo_kids,NULL,NULL,NULL,NULL,2024-10-09 15:35:59.557+00,2024-10-09 15:35:59.557+00,TRUE,NULL
80919903229237087847028858528967299011567169528111256314900998258688,TRUE,achingbrain/it,Claimed,2024-09-21 06:18:23+00,GitHub,0x3ec327eC31E9ce69D2Cb54A74072E47604611e1c,358309550856927617528223553794625189917698891292,https://github.com/achingbrain/it,🍡,NULL,#FF7020,NULL,2024-10-09 15:37:07.898+00,2024-10-09 15:37:19.694+00,TRUE,NULL
80919903229237087847028858528967361104774032603609395264990949372928,TRUE,achingbrain/uint8arraylist,Claimed,2024-09-22 10:08:35+00,GitHub,0x3ec327eC31E9ce69D2Cb54A74072E47604611e1c,358309550856927617528223553794625189917698891292,https://github.com/achingbrain/uint8arraylist,🍛,NULL,#9B5DFF,NULL,2024-10-09 15:37:08.285+00,2024-10-09 15:37:19.694+00,TRUE,NULL
80919903229237087847028858528967361104774032603609395265019244969984,TRUE,achingbrain/uint8arrays,Claimed,2024-09-20 07:37:11+00,GitHub,0x3ec327eC31E9ce69D2Cb54A74072E47604611e1c,358309550856927617528223553794625189917698891292,https://github.com/achingbrain/uint8arrays,🥒,NULL,#9BD226,NULL,2024-10-09 15:37:07.036+00,2024-10-09 15:37:19.694+00,TRUE,NULL
80919903273397480499516594272290669148501278603487454732975224127488,TRUE,acornjs/acorn,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/acornjs/acorn,NULL,NULL,NULL,NULL,2024-10-09 15:35:54.587+00,2024-10-09 15:35:54.587+00,TRUE,NULL
80919904898749223441972313673734129723820884216447782903642715062272,TRUE,adraffy/blocksmith.js,Claimed,2024-10-27 05:54:35+00,GitHub,0x918d3E11180603978edbcB7d521027C5134c7e30,830953473620910254202891495741955787669017230896,https://github.com/adraffy/blocksmith.js,🌽,NULL,#BBA781,NULL,2024-10-09 15:37:05.828+00,2024-10-27 05:56:42.066+00,TRUE,NULL
80919904898749223441972380751483663831280463506442303851969881571328,TRUE,adraffy/ens-normalize.js,Claimed,2024-01-30 21:10:35+00,GitHub,0x918d3E11180603978edbcB7d521027C5134c7e30,830953473620910254202891495741955787669017230896,https://github.com/adraffy/ens-normalize.js,🏏,NULL,#53DB53,NULL,2024-10-09 15:35:04.608+00,2024-10-09 15:35:20.809+00,TRUE,NULL
80919908094064300272293511976625862860238830329321343178567433807731,TRUE,afollestad/material-dialogs,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/afollestad/material-dialogs,NULL,NULL,NULL,NULL,2024-10-09 15:36:42.544+00,2024-10-09 15:36:42.544+00,TRUE,NULL
80919914521570612418794393357570392387945353993172088418021398282240,TRUE,ajoberstar/grgit,Unclaimed,NULL,GitHub,NULL,NULL,https://github.com/ajoberstar/grgit,NULL,NULL,NULL,NULL,2024-10-09 15:36:23.771+00,2024-10-09 15:36:23.771+00,TRUE,NULL
