url,star_count,fork_count,is_fork,language,license_name,created_at,updated_at,gitcoin_grants_usd,gitcoin_unique_donors,gitcoin_num_rounds,retro_funding_usd,num_retro_funding_rounds,oso_project_id
https://github.com/mullvad/system-configuration-rs,37,20,false,Rust,,2017-11-20 15:45:40.000000 UTC,2024-10-01 03:33:45.000000 UTC,0.0,0,0,0.0,0,-UH5IFMjHJ_URLF_VA4L_WkwIrNAdggKQ8an_O2FE5g=
https://github.com/demurgos/v8-coverage,16,10,false,Rust,,2018-10-01 18:51:19.000000 UTC,2024-06-27 03:27:19.000000 UTC,0.0,0,0,0.0,0,ABAVdpbcNBxqWmRvw6jvenNifcS5owKnDMJ2bExxrk0=
https://github.com/electron/node-chromium-pickle-js,22,11,false,JavaScript,,2015-04-24 01:49:23.000000 UTC,2023-05-03 16:26:15.000000 UTC,0.0,0,0,0.0,0,5rtSjPop1RErtwYtOAz2KxQfcfgRbyquAG6l8pRuWzU=
https://github.com/ethereum/remix-plugin,164,105,false,TypeScript,,2018-03-19 12:50:16.000000 UTC,2024-12-11 14:41:31.000000 UTC,1402.8412448172289,374,3,1097082.7349999999,2,0dgf23TVgEy3-VUHfPDI2uEnfq_5ityo2P7XClpgqUQ=
https://github.com/formatjs/formatjs,14344,1362,false,TypeScript,,2014-04-24 17:28:36.000000 UTC,2024-12-14 15:58:25.000000 UTC,0.0,0,0,0.0,0,a5Txt0QCqmV_YhQjTzu6s2VtJclKUhjGrSq8brPmOko=
https://github.com/sfackler/rust-openssl,1419,755,false,Rust,,2013-12-28 23:56:50.000000 UTC,2024-12-14 18:51:25.000000 UTC,0.0,0,0,0.0,0,q7FWHTGuW4UKXSiivG3tujXevJNaVcHNsP0ILHjHOt8=
https://github.com/tokio-rs/axum,19582,1076,false,Rust,,2021-05-30 09:22:25.000000 UTC,2024-12-14 22:56:41.000000 UTC,0.0,0,0,0.0,0,epVYcRjPiHpApUdN-96hdxCe9Qp4oA69fqvGLW_3eYU=
https://github.com/tower-rs/tower-http,721,166,false,Rust,,2018-01-22 21:30:55.000000 UTC,2024-12-14 12:54:08.000000 UTC,0.0,0,0,0.0,0,4ehD3SOD_0f5lqOeBKauf-cjrvUH5zTVQdNvNHmvdjY=
https://github.com/jslicense/spdx-license-ids,35,20,false,JavaScript,,2014-10-31 04:06:09.000000 UTC,2024-11-23 20:37:05.000000 UTC,0.0,0,0,0.0,0,Jb_w4xzoUxV4K6jeAICph1PVEHQNAveaQadG_a8Xxas=
https://github.com/ethereumjs/verkle-cryptography-wasm,8,1,false,TypeScript,,2023-11-16 13:59:42.000000 UTC,2024-09-16 08:48:41.000000 UTC,0.0,0,0,211072.774778132,1,BF5yOVgSgfIT1PhXf362fyncpaN4Pk4QJL0sVESgWeE=
https://github.com/ethereumjs/eth-query,28,17,false,JavaScript,,2016-06-28 18:50:04.000000 UTC,2024-10-31 10:11:28.000000 UTC,0.0,0,0,211072.774778132,1,BF5yOVgSgfIT1PhXf362fyncpaN4Pk4QJL0sVESgWeE=
https://github.com/ethereumjs/ethereumjs-blockchain,122,63,false,TypeScript,,2015-07-26 23:30:09.000000 UTC,2024-12-04 00:09:36.000000 UTC,0.0,0,0,211072.774778132,1,BF5yOVgSgfIT1PhXf362fyncpaN4Pk4QJL0sVESgWeE=
https://github.com/ethereumjs/ethereumjs-monorepo,2609,765,false,TypeScript,,2015-07-10 14:54:03.000000 UTC,2024-12-13 20:53:53.000000 UTC,0.0,0,0,211072.774778132,1,BF5yOVgSgfIT1PhXf362fyncpaN4Pk4QJL0sVESgWeE=
https://github.com/ethereumjs/ethereumjs-account,45,36,false,TypeScript,,2015-07-10 15:18:40.000000 UTC,2024-12-04 00:09:23.000000 UTC,0.0,0,0,211072.774778132,1,BF5yOVgSgfIT1PhXf362fyncpaN4Pk4QJL0sVESgWeE=
https://github.com/istanbuljs/istanbuljs,1019,237,false,JavaScript,,2017-02-09 18:39:33.000000 UTC,2024-12-13 09:59:09.000000 UTC,0.0,0,0,0.0,0,Q90RB4z5irrb9MD4IuEw7ity3cx2pa4H2dRzeXeGgz4=
https://github.com/paritytech/exit-future,6,4,false,Rust,,2018-04-16 15:14:40.000000 UTC,2024-09-03 21:46:30.000000 UTC,0.0,0,0,0.0,0,72iuWDiwrqyqtlW0ULdYHu10hJq9oJkcFYYu9dTV6tA=
https://github.com/rustcrypto/password-hashes,685,83,false,Rust,,2017-08-16 08:31:50.000000 UTC,2024-12-13 09:17:10.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/kdfs,67,28,false,Rust,,2015-01-03 00:01:55.000000 UTC,2024-12-04 05:58:12.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/block-modes,66,13,false,Rust,,2021-11-09 15:41:21.000000 UTC,2024-12-13 19:08:20.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/elliptic-curves,694,195,false,Rust,,2020-01-06 01:08:07.000000 UTC,2024-12-13 13:46:23.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/formats,253,134,false,Rust,,2021-09-13 16:40:25.000000 UTC,2024-12-10 02:10:10.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/universal-hashes,27,14,false,Rust,,2019-08-30 17:34:19.000000 UTC,2024-12-13 15:19:10.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/signatures,478,111,false,Rust,,2018-10-30 23:28:48.000000 UTC,2024-12-13 16:07:07.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/traits,597,194,false,Rust,,2017-03-20 17:24:37.000000 UTC,2024-12-13 16:07:10.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/block-ciphers,682,131,false,Rust,,2016-12-16 11:35:26.000000 UTC,2024-12-08 12:27:24.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/macs,265,37,false,Rust,,2017-07-22 18:52:01.000000 UTC,2024-12-03 13:31:09.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/utils,453,130,false,Rust,,2016-12-25 02:33:48.000000 UTC,2024-12-12 08:20:11.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/stream-ciphers,267,50,false,Rust,,2017-02-24 14:50:21.000000 UTC,2024-12-14 12:54:04.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/hashes,1906,256,false,Rust,,2016-11-18 07:40:17.000000 UTC,2024-12-14 14:47:42.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/sponges,41,13,false,Rust,,2018-03-21 11:18:14.000000 UTC,2024-11-22 06:46:18.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/rustcrypto/aeads,733,154,false,Rust,,2019-08-16 19:26:22.000000 UTC,2024-12-13 07:25:46.000000 UTC,0.0,0,0,0.0,0,xrdci4mANAgnQ0ety0hqo-fINybvNekM3uSKvnMEulo=
https://github.com/swc-project/pkgs,62,20,false,TypeScript,,2023-07-14 04:40:03.000000 UTC,2024-12-02 06:10:09.000000 UTC,0.0,0,0,0.0,0,4rmq7jexdEyiGTtG9wwMGpWGH919tvSzZwPUNrVKHC0=
https://github.com/tootallnate/proxy-agents,958,248,false,TypeScript,,2013-07-09 20:43:26.000000 UTC,2024-12-14 21:49:54.000000 UTC,0.0,0,0,0.0,0,kPueVUqnrMDbY7LVWt5Dq8izxjZyO8DFDi6oCMvESBs=
https://github.com/prysmaticlabs/protoc-gen-go-cast,2,2,false,Go,,2020-11-09 21:15:42.000000 UTC,2024-01-31 06:26:26.000000 UTC,148660.06629261261,18792,15,0.0,0,Dye7-65VrTOrNbD4Z2irqyCSOaWUhp7jW48yUlPsy_Q=
https://github.com/aurora-is-near/aurora-engine,333,83,false,Rust,,2021-03-05 10:43:39.000000 UTC,2024-12-13 04:35:31.000000 UTC,0.0,0,0,0.0,0,GNCcWkwj6yi6Xn-PSCVOP2lKYrTvxtdvSdcj-IRW-SA=
https://github.com/thehubbleproject/hubble-bls,15,4,false,TypeScript,,2020-10-21 10:28:33.000000 UTC,2023-08-09 03:49:53.000000 UTC,0.0,0,0,0.0,0,C1Q3gMZrj0_IZ6vu82R-XFNkAJPUoanO55JLF4bw4f4=
https://github.com/prettier-solidity/solidity-comments-extractor,6,0,false,JavaScript,,2020-11-15 20:56:15.000000 UTC,2023-08-19 05:04:44.000000 UTC,7998.4735174680945,827,9,390047.98,2,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=
https://github.com/npm/installed-package-contents,11,11,false,JavaScript,ISC License,2019-12-08 17:09:49.000000 UTC,2024-09-26 15:16:33.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/promise-spawn,18,12,false,JavaScript,ISC License,2020-03-09 18:21:57.000000 UTC,2024-10-18 14:56:53.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/promzard,108,22,false,JavaScript,ISC License,2012-06-13 10:27:21.000000 UTC,2024-10-22 19:41:46.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-bundled,8,8,false,JavaScript,ISC License,2017-05-27 09:07:21.000000 UTC,2024-09-25 17:11:08.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/metavuln-calculator,13,14,false,JavaScript,ISC License,2020-09-09 21:17:18.000000 UTC,2024-11-25 22:22:38.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/nopt,529,43,false,JavaScript,ISC License,2011-03-30 02:33:23.000000 UTC,2024-12-02 19:45:57.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/copy-concurrently,18,11,false,JavaScript,ISC License,2017-02-27 03:29:32.000000 UTC,2023-08-25 22:36:53.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/read-cmd-shim,10,8,false,JavaScript,ISC License,2015-09-08 23:31:21.000000 UTC,2024-09-25 15:13:36.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/fs-write-stream-atomic,49,16,false,JavaScript,ISC License,2014-09-19 23:15:47.000000 UTC,2024-05-27 13:17:00.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/proggy,15,2,false,JavaScript,ISC License,2021-04-16 16:42:09.000000 UTC,2024-12-12 16:39:15.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/normalize-git-url,14,10,false,JavaScript,ISC License,2014-12-25 08:52:21.000000 UTC,2023-08-25 22:37:32.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/validate-npm-package-name,300,45,false,JavaScript,ISC License,2014-11-12 20:10:12.000000 UTC,2024-12-03 01:28:07.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/readdir-scoped-modules,3,6,false,JavaScript,ISC License,2014-08-12 19:18:59.000000 UTC,2023-08-25 22:49:02.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/fstream-npm,30,18,false,JavaScript,ISC License,2012-03-26 22:50:41.000000 UTC,2023-08-25 22:33:40.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/move-concurrently,19,9,false,JavaScript,ISC License,2017-02-17 21:31:35.000000 UTC,2023-08-25 22:36:49.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/fs-vacuum,8,8,false,JavaScript,ISC License,2014-06-25 06:57:30.000000 UTC,2023-08-25 22:40:21.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/write-file-atomic,230,47,false,JavaScript,ISC License,2014-09-10 23:25:49.000000 UTC,2024-09-25 17:34:08.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/node-which,332,48,false,JavaScript,ISC License,2011-08-07 18:28:30.000000 UTC,2024-12-09 13:59:14.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/fstream,208,43,false,JavaScript,ISC License,2011-10-29 21:36:05.000000 UTC,2024-09-23 07:58:37.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/pacote,360,46,false,JavaScript,ISC License,2019-06-26 02:09:03.000000 UTC,2024-12-12 03:49:57.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/osenv,137,20,false,JavaScript,ISC License,2012-06-18 00:07:36.000000 UTC,2024-10-01 10:13:08.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/node-gyp,6,6,false,JavaScript,ISC License,2020-09-30 21:06:00.000000 UTC,2024-10-10 06:59:40.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-package-arg,125,37,false,JavaScript,ISC License,2014-06-09 18:57:57.000000 UTC,2024-12-10 16:45:52.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/ignore-walk,58,9,false,JavaScript,ISC License,2017-05-22 07:05:10.000000 UTC,2024-12-04 07:44:34.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/read,193,34,false,TypeScript,ISC License,2011-12-06 23:23:36.000000 UTC,2024-11-18 23:52:46.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/realize-package-specifier,5,7,false,JavaScript,ISC License,2014-09-27 05:17:50.000000 UTC,2023-08-25 22:50:05.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-packlist,110,33,false,JavaScript,ISC License,2017-05-27 04:06:12.000000 UTC,2024-11-25 21:59:16.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/proc-log,9,4,false,JavaScript,ISC License,2021-04-15 19:42:57.000000 UTC,2024-12-12 16:39:15.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/read-package-json,224,80,false,JavaScript,ISC License,2012-06-11 00:49:05.000000 UTC,2024-10-09 18:03:44.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/ini,776,206,false,JavaScript,ISC License,2011-08-07 05:41:15.000000 UTC,2024-12-15 01:04:50.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/unique-filename,43,8,false,JavaScript,ISC License,2015-05-07 23:11:46.000000 UTC,2024-10-01 00:42:03.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/read-package-tree,42,15,false,JavaScript,ISC License,2014-08-12 23:02:21.000000 UTC,2023-08-25 22:33:03.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/lockfile,260,33,false,JavaScript,ISC License,2012-06-27 01:56:56.000000 UTC,2024-09-19 02:17:44.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/unique-slug,33,10,false,JavaScript,ISC License,2015-05-07 22:25:03.000000 UTC,2024-09-25 17:30:08.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/node-semver,5130,492,false,JavaScript,ISC License,2011-02-12 00:06:03.000000 UTC,2024-12-14 14:55:00.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/hosted-git-info,218,86,false,JavaScript,ISC License,2014-10-09 18:32:03.000000 UTC,2024-11-21 20:57:10.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-normalize-package-bin,6,5,false,JavaScript,ISC License,2019-12-09 20:22:36.000000 UTC,2024-09-05 00:17:24.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/read-package-json-fast,47,6,false,JavaScript,ISC License,2019-11-23 00:13:36.000000 UTC,2024-11-05 00:49:34.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/mute-stream,53,21,false,JavaScript,ISC License,2012-07-24 00:15:48.000000 UTC,2024-09-24 19:10:10.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/git,64,16,false,JavaScript,ISC License,2020-03-09 23:57:08.000000 UTC,2024-12-11 22:47:12.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/run-script,54,23,false,JavaScript,ISC License,2020-01-22 22:21:24.000000 UTC,2024-12-04 22:44:36.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/cmd-shim,76,40,false,JavaScript,ISC License,2013-03-31 17:43:56.000000 UTC,2024-08-29 11:40:03.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/bin-links,25,16,false,JavaScript,ISC License,2017-09-15 14:29:57.000000 UTC,2024-11-14 22:12:07.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-cache-filename,4,7,false,JavaScript,ISC License,2014-05-14 01:15:13.000000 UTC,2023-01-28 07:18:08.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/npm/npm-registry-client,265,108,false,JavaScript,ISC License,2012-06-07 03:23:02.000000 UTC,2024-11-18 11:01:35.000000 UTC,0.0,0,0,0.0,0,OPbtuvMi2iaOHnSYeDtlxmZllz88T2RS1KXEPUXD-B4=
https://github.com/tapjs/signal-exit,189,22,false,TypeScript,ISC License,2015-05-16 05:21:30.000000 UTC,2024-11-18 13:22:30.000000 UTC,0.0,0,0,0.0,0,6r8QYI6QhAwf2fx3D2Jd1T0F3xXMBmgXWvLpDwJm_D8=
https://github.com/tapjs/foreground-child,40,20,false,TypeScript,ISC License,2015-05-15 06:23:50.000000 UTC,2024-11-22 07:21:48.000000 UTC,0.0,0,0,0.0,0,6r8QYI6QhAwf2fx3D2Jd1T0F3xXMBmgXWvLpDwJm_D8=
https://github.com/yargs/yargs-parser,496,118,false,JavaScript,ISC License,2016-01-23 21:03:32.000000 UTC,2024-11-19 20:59:41.000000 UTC,0.0,0,0,0.0,0,tvbwAHQbpGms_g5UKQWCaNqOz71VYJ4S6zUXuIN0hzA=
https://github.com/yargs/y18n,146,48,false,JavaScript,ISC License,2015-07-26 09:47:46.000000 UTC,2024-07-19 17:11:12.000000 UTC,0.0,0,0,0.0,0,tvbwAHQbpGms_g5UKQWCaNqOz71VYJ4S6zUXuIN0hzA=
https://github.com/yargs/require-main-filename,18,9,false,JavaScript,ISC License,2016-02-01 05:16:16.000000 UTC,2023-01-13 12:43:09.000000 UTC,0.0,0,0,0.0,0,tvbwAHQbpGms_g5UKQWCaNqOz71VYJ4S6zUXuIN0hzA=
https://github.com/yargs/cliui,371,41,false,JavaScript,ISC License,2015-04-20 21:29:07.000000 UTC,2024-12-14 03:57:59.000000 UTC,0.0,0,0,0.0,0,tvbwAHQbpGms_g5UKQWCaNqOz71VYJ4S6zUXuIN0hzA=
https://github.com/yargs/set-blocking,37,11,false,JavaScript,ISC License,2016-05-14 21:00:40.000000 UTC,2024-05-17 16:44:42.000000 UTC,0.0,0,0,0.0,0,tvbwAHQbpGms_g5UKQWCaNqOz71VYJ4S6zUXuIN0hzA=
https://github.com/eemeli/yaml,1321,117,false,TypeScript,ISC License,2018-01-29 20:45:06.000000 UTC,2024-12-11 18:07:13.000000 UTC,0.0,0,0,0.0,0,BI_dTedd2jkGv55cWmZaYKSqCxZBlcpIJbZw5T2iRWo=
https://github.com/gulpjs/glob-parent,80,46,false,JavaScript,ISC License,2015-01-12 20:18:40.000000 UTC,2024-12-07 00:38:13.000000 UTC,0.0,0,0,0.0,0,ock1seOikoi4QPBt5rWPRm-U1i2NQqv46p4aAH_UUto=
https://github.com/isaacs/rimraf,5683,252,false,TypeScript,ISC License,2011-02-08 08:58:20.000000 UTC,2024-12-11 13:17:31.000000 UTC,0.0,0,0,0.0,0,QOESpb6VEa0fvaM6jfcfDkwTF5E_3_jR2WmuV6pwgvg=
